text;label
antonio where are you? why dont you continue to sabang?;0
you are my favorite pal, silent is gold;2
gg di komen ama orang nya langsung;1
that could be so nice, maybe i can go back to indo with a really nice sponsorship , terima kasi banyak;2
they do get sponsorship from kawasaki;1
kirain berkembang biak;0
saya jg bacanya berkembang biak;0
sayng bgt trmsuk lambat berkembangnya.. pdhl udh 101 video diunggah tp saskreber msh blm tmbus 1jt.. konten yg diunggah pun mnrt sya sgt bagus.. trutma terkagum oleh cheyne dn rob yg ckup fasih pkai bhasa indonesia.. berhrp bsa tmbus jutaan saskreberny sbg apresiasi mreka yg brusha mengenalkan ttg indonesia baik pesona alamny maupun kulinernya..;2
hahahaaa.... sammaa, berkembang biak di indonesia..;0
jika mereka bertiga udah punya istri pasti bisa berkembang biak..;0
kenapa gw bacanya berkembang biak;0
im definitely not one of those kami. heran kenapa videonya tibatiba muncul di beranda youtube gue, padahal subscribe aja kagak. but its all up to you sih kalo memang gak masalah mantengin videovideo yang menurut gue cringe abis.;0
yg nonton orang indonesia juga .;1
mana kopi mana kopi lol;1
jam gadang;2
jam gadang goa jepang;2
istano baso pagaruyunag,kota tuo pariangan ...;1
have you ever thought that if you are in west sumatra you are surrounded in the crowd of the best food places. because its not only in restaurants, even in residents homes the menu is the same, the taste is no different from a restaurant, its just as delicious;2
you guys are very humble..;2
dekat rumah saya di padang..;1
we watch this eps several times, miss my hometown....terima kasih;2
kalian para petualang sejati ... semoga sukses slalu buat kalian semua the lost boys saya sebagai warga indonesia sangat antusias kepada kalian .... dan jga semoga kalian sehat slalu ... mantap jiwa ...;2
rendang from indonesia... best in the world;2
trio nasi padang;2
oo ini yang sempat ketemu di khatib;1
entah mengapa, saya kepingin seperti anda bertiga . begitu menikmati hidup.. dan sangat enjoy.. terimakasih udah promoin makanan khas indonesia. semoga anda bertiga di beri keselamatan dan betah di indonesia;2
masyallah sukses selalu bosque;2
selalu amaze melihat kalian bertiga sederhana, respectfully, punya tata krama yang luar biasa hebat! semoga channel kalian bisa terus berkembang dan pastinya makin seru lagi! sehat selalu kalian!;2
thanks bro, you can eat padang food with happy ..;2
hopefully someday you guys will have program in our television network, or even bigger, maybe national geographic. stay healthy guys;2
greetings from bogor indonesia;1
terima kasih sudah mengunjungi indonesia dan suka;2
masakan minang itu gk bisa di kalah kn..;2
saya suka vidio kalian trm ksh sdh menyukai indonesia dgn menyukai masakan padang;2
always ,,subscribe,like and coment;2
nasi padang dilamun ombak emg thebest, harga terjangkau porsi banyak salam dari padang;2
kementawai main surfing janga lupa bawa rendang kesana;2
541,650k for three of them, means 180k for each, oke it is restaurant price. for me, just an indonesian common people, can eat 15k, for braksfast, or 20 for lunch;1
enjoy padang spicy cuisine.;2
greeting from palembang city, indonesia;2
salam santun baru gabung di channel ini.. salam dari jawa;2
sumatera barat adalah tempat wisata paling banyak dan indah makanannya yang beragam ragam sumatra barat is the best.bangga banget rasanya jadi orang sumbar;2
sukses selalu masakan minang aamiin...;2
heres the video that youve been waiting for, because apart from being entertaining, we also get a lot of knowledge about our own country..thank you and thank you, the lost boys..keep going...!!;2
mister disitu sopnya sangat enak,;2
bahasa indonesia kalian bagus juga dan ada juga yang mengerti bahasa padang;2
enak lezat gurih;2
terimakasih sudah cinta dengan masakan padang;2
here we go, the lost boys . selalu pantau jadi yang pertama;2
mantap...,semoga kesehatan selalu bersama anda sukses;2
bahasa indonesianya lumayan bagus..pengetahuan soal makanan indonesianya jga bnyak..mantap dah buat kalian bertiga..terus cari makanan indonesia yg lain nya...;2
itulah kelezatan nasi padang semua orang suka,..;2
nasi padang masakan padang terbaik di indonesia walau kami dari west java tidak orang tidak suka nasi padang...;2
i love nasi padang mmmmuuuuaaahhhh....;2
hmmm good saya sebagai orang padang bangga dengan masakan padang. thanks you my friend;2
best cullinary of west sumatera spechleeeeesssss;2
appreciate and enjoy bro..indonesia is wonderland in the world..bro.. semangat dan keren buat kalian guys..;2
itu harga satu meja ngab.. bukan 3 porsi..;1
if you want a low price, you should order takeaway and youll get it just for 18k per bungkus. bungkus means pack in bahasa indonesia. nasi padang is more expensive when you eat at a restaurant. fyi, those dishes have different prices per plate;1
dia tidak makan satu porsi, tapi bnyak porsi;1
tagihan sebesar itu bukan lah untuk 3 porsi..karna mereka mncoba bbrpa menu..dan setiap menu ada harga nya..jadi wajar tagihan sbesar itu yg bila di level restoran besar sekelas lamun ombak masih trgolong harga yg wajar;1
here we go babyyyyyyyyy!;2
semua suka nasi padang;2
saya orang jawa barat suka nasi padang. tapi makanan sunda tetap terbaik;2
nasi padang the best kuliner indonesia food.;2
your must try rendang selamat guys... thats a one legendary rendang in padang, among another famous rendang in there...;2
amin sehat selaluya yg semangatya mas buleya;2
im craving nasi padang here in the middle of the desert;0
nasi padang makanaan khas padang tapi hapir semua orang suka;2
wow mantap, selamat menikmati nasi padang brother.;2
indonesian food is very delicious and there are many kinds;2
saya sangat senang ketika anda memakan dengan tangan, dengan tidak sengaja anda sangat menghargai cara benar makan nasi padang;2
thanks for journey in indonesia.. apreciate;2
i love padang food.;2
nasi padang, one of my familys favourite food;2
sempurna buat kalian menjelajah padang hingga mendapatkan dan menikmati nasi padang terbaik di sana. menurut saya biaya makan nasi padang sebesar itu tidaklah mahal karena jumlah makanan yang dihabisi cukup banyak. sukses selalu ya bro. saya sungguh terhibur dengan perjalanan kalian.;2
nasi padang...... saya suka saya suka;2
cheyne is getting immune to chilli come on antonio!!;2
hahaha... tiga orang yang masingmasing punya karakter berbeda... sangat cocok sekali...;2
rendang is the best .happy enjoy..sumbar;2
rendang memang luar biasa good;2
happy to see you on this adventure. terima kasih!;2
mauuuuuuuu..best cullinary i like hallal destination;2
enak bngt ya;2
i cannot, i promise i try but my stomach say no no no,;0
terima kasih! well save this for some nasi kapau in bukit tinggi;2
behh mantep naspad gokill ngiler liat lu makan jadinya bang;2
semoga segera mencapai 1,5 juta subscriber;2
, tolong buka cabang di balikpapan dan ikn;2
suka liat mas yudo mkan byak sampe hbiss lgi jdi ngileeerrrrr;2
hallo kalau gua makan nasi padang brutal paling penting ayam bakar sama sambel hijau dan ayam rendang daging dedeng ayam bakar;1
bang coba ke rawamangun,deket shelter busway sunan giri di situ ada rm minang pondok citra,gue yakin lo klepek makan naspad disitu,rendangnya juaraaa,pun lengkap masakannya,harga merakyaaatt.;2
abg boengkus nya makan pakai lauk,,,,lauk nya bisa utk sekeluarga,,,;0
mat sukses rumah makan padang nya salam buat mas imam;2
selalu suka nonton boengkoes kalau makan slalu habis asik nontonnya;2
jadi ngiler, kangen gulai kakap masakan alm ibu, seenak itu, dan perlu perjuangan belinya biar dapet yg murah dan kebagian. cepe bgt abis;2
emg klo hatinya udh busuk susah;0
coba dicermati lagi sebelom ngomel2 gak jelas rud. gue bilang di konten menu termurah ada nasi ayam 14ribu. tp ada juga utk ukuran ayam dan jenis ayam yg berbeda di harga 25ribu. who hurt u bro;0
buat warga iq membaca itu amalan mulia..yudho madueke udah tulis harga makanan di diskripsi;2
dirumah ane masih ada pket nasi ayam 10rb mantap rasanya juga;2
kepala kenceng ga bang abis mkn full kolesterol ?;1
iya nih tau ngomel aja .di baca baik baik .memang ada nasi ayam.;1
yahh kabur kena mental;0
kayak pada ngerti. pake judul ya harus click bait. masalah bener apa kagak masalah berikutnya. makanya jadi viewer harus pinter kalau kagak ya masalah lo sendiri;0
biasanya kaum mendang mending itu, kalau mampu ya beli, kalau ga mampu ya beli yg murah aja,;0
bikin judul lebay biar banyak yang nonton, tapi yang di vidioin gk sesuai judul,,, teknik youtuber assiaaap jaman dulu sampai skrg masi di pake;0
14 ribu dianggap murah mending beli mentah dapat setengah kilo;0
ya udh sih masak aja sendiri. 14 murah ukuran jkt ayam pake nasi. julid aja netizen;2
wkwkw, jiwa ekonomi ku bergejolak seketika di bilang begini, wkwkkwkwkwkw, disini ada juga bnyk yg jual naspad 10ribu, dapet juga kok ayam, adajuga naspad ayam 20ribu udah sm ppn, sama aja kok. kalau lagi kaya yg beli yg 20rbu, lagi miskin ya beli 10 ribu, itu gua yaa... kaum mendang mending gak usah bnyk bunyi, mampu beli, gak mampu gak usah beli,;1
bang makan bang.;1
lagian kan udh jelas itu si masnya blg ayam beneran 25rb ya brrt ada paket yg lebih kecil dr itu ya bang;1
budayakaan nonton sampe abs baru koment;1
biasanya yg 14rb itu ky menu paket bukan yg ayam biasa;1
lu ngobrol ama bill gates, biar pinter.;0
cmiiw yang 14k itu mungkin ayam potong 8 atau 10, makanya dijual 14k, yang 25k mungkin ayam potong 4.;1
nah masuk akal;2
25rb ayam pejantan 14rb anak ayam;1
cek komen yg gue pin;1
di tempat saya ada nasi serba 10rb, nasi, lauk bebas, lalap, sambel, sayur minum air putih ....;1
yg 25k nasi ayam pejantan bg yg 14k nasi ayam negeri;1
udah nonton sampai habis, beliau bilang nasi ayam 25, baik karyawan dan owner bilang nasi ayam 25k. sedangkan lauk ayamnya malah kebanyakan diatas 15k. lu gk pesan yg porsi 14k sih do. supaya netizen percaya. guys udah ada yg melipir kesana? beneran nasi ayam 14k?;0
td bapak tu bilang yg 14k itu ayam opor.. coba liat awal2 video;1
di daerah saya naspad 13k nasilauk bebas pilih;1
didkt rmh 12rbu yg jual org padang asli masakannya enak plus bnyk gw jg bingung apa g rugi 12rbu mana ayamnya ukurannya gede;2
nasinya mungkin bawa sendiri;0
typo dikit tidak ngaruh;1
coba ke kediri jawa timur ..nasi padang 10k ,kalo pake lauk ikan atau telur barendobulat 8k saja...ayam ,rendang, udang,dendeng rata 10k semua;1
yp1ei sini main ke wonogiri, 5rb udah makan nasi;1
biasa klik bait aja;0
sleman nasi ayam nasilele ceban wkwk;1
hahaha. kocak bgtuan di komen;1
mungkin karena nasinya komplit kali yak nasisayursambal, jadinya 11k sendiri;1
kalo ini mah reel emang mau makan tapi minta dibungkus dulu,kalo saya pernah pas beli nasi cumi didaerah pasar atom surabaya, niatnya beli nasi cumi bungkus 4 porsi,trus sambil nunggu pesenan saya minum teh anget,lah pas minum itu perut saya jadi laper, jadinya nasi yang sudah dibungkus saya makan disitu sekalian pinjam piring;1
tempat nya enak banget bauat makan;2
parah jangan clickbait dong bang;0
assalamualaikum wr wb main ke lombok bang;2
telor dadarnya kelupaan diitung...;0
cobain bang rumah makan tan buyuan, di pengadegan dkt klinik kartika,ayam rendang nya enak parah;2
maen maen lah ke kab.tangerang ini mh mentok mentok bsd;1
luar biasa enak;2
bahasa minangnya kerupuk jangek bang kerupuk kulit sapi;1
masya allah mantaap pisn om bilafia;2
salfok kaya ada irwansyah itu d meja belakang;1
widih padang nich;2
bang coba nasi padang pras teguh bang;1
mashaallah bang enak banget makan nasi padang nya ngiler liat nya hmmm mantap sukses selalu bang yudo;2
ini nih yang saya suka;2
mas yudo coba dong nasi padang putra minang di bintaro atau pondok baru daerah citayem depok terima kasih;1
salfok, topinya jadi green screen;1
salfok model topinya emang gitu ya bisa ganti warna wkwk;1
assalamualaikum kapan boengkoes network ngoten ke resto corazon resto sentul kota bogor;1
logonya mirip payakumbuah wkwk;1
old yudho is back kah?;2
buset lauk buat sekeluarga itu di bantai sendiri;1
yaa enak lahh menunya banyak gitu yg di minta;1
review rumah makan taburai punya praz teguh dong ngab ditunggu video nya yuk;1
salam buat mas imam yg tukang masak bang;1
sini maen ke deket rumah gue bang nasipadang paket ceban udah pake ayam bakar,sambel,daun singkong sayur nangka.;1
bang makan nasi padang punya bang praz teguh;1
cobain taburai resto pras teguh;1
kok tumben ga ada yang bahas padang berlisensi.. lagi nyariin itu komen disini..;1
bang cobain padang pondok jaya di kampung bulak rempoa ciputat, rame terus bang.;1
nasi 15rb... kepala kakap 80 nasi 95. wadidaw;0
brutal sekali naspad nya;2
kirain ke warung padang nya pras teguh;1
di depok ada yang enak, itu namanya nasi padang uni sekha. posisinya belakang gramedia margonda;2
irwansyah makan disini;1
bikin ngiler bang ..mknnya g jaim;2
baru mampir lagi setelah era perkuahan dan peracian;2
nasinya lebih mahal daripada lauk;0
ke warung taburai bg yudi;1
salfok irwansyah dibelakang;1
eh bang tuh topi jadi green screen dah;1
di jogja 10rb nasi sama ayam ambil sendiri nasinya ayamnya bisa pilih;1
di tempat saya naspad nasi ayam 10k;1
disini 10k dapet nasi, ayam sayur;1
topi lu hebat bang... bisa berubah warna;1
tmpt praz teguh kpn bang yudo;1
coba makan di nasi padang 10ribu bang;1
bg di daerah batu ceper tangerang di pinggir jalan samping pom bensin ada ansi padang 11k ber ac juga, review bg;1
bang review nasi padang ceban 12 ribuan donk;1
harusnya kalau mau thumbnail nasi ayam 14rb , bang boengkoes harus reviewcoba penampakannya dulu biar netizen ada gambaran sperti apa nasi. ayam14rb itu porsi dan isian setelah itu baru review lauk lainnya secara terpisah.;1
di gua masi 10k,rendang,aym,cincang,tunjang,masi 10k;1
topinya jadi greenscreen;1
wah lama banget upload nya bang ge udah makan lagi aduhhh;0
kemarin kemarin abis kontrol di rsal makan kesini emang enak, bapanya baik dan mas nya baik ngobrol ngobrol pertama kali sepi eh sekarang rame ya alhamdulillah , oiyaa jangan lupaa cobain bakwan jagungnya enak bangg;2
di condet bang deket kampus unindra juga ada nasi padang 10rb dapet ayam langganan mahasiswa;2
maaf bang yudo itu kepala kakap nasi harga 95.000 naah klau kepala kakapnya ajjh 80.000 berarti harga nasi .kuah..sambel.sayur daun singkong dan nangkanya 15.000 dong;1
gak ke rumah makan praz teguh bang;1
telor dadar mahal amat 15rb di itu persatuan di sini ada yang 10k udah pake nasi sama 15k udah pake nasi;2
logonya kek payakumbuah ya?;1
kata tan boykun masakan minang sama padang itu berbeda .minang ya minang padang ya padang;1
jgn lupa ngudud;1
nasi padang prasteguh bang;1
jakarya barat lagi booming nasi padang karunia jaya beneran cuma 10ribu isinya nasi sayur sambel dan ayam udah banyak cabang no tipu;2
lah di semarang 11 ribu dapet ayam bang, 18 rebu udh ada mie nya , ayam asam manis, esteh namanya padang murah deket unika;2
telor dadar bang...klewat;0
kalau disini di cianjur,masih ada porsi 10 rb bisa sma lauk apa aja..hampir di semua warung nasi padang ada porsi 10 rb,mungkin paling murah dan bisa sesuai kan harga sma tempat nya..makanya pada laris nasi padang di daerah cianjur;2
ada ada aja nama rmh makan;2
btw sepertinya liverpool bakalan juara bang musim ini;2
harga nasi putih disini 7.000 kalau nasi tambah 5.000 itu salah blg si bapaknya;0
hahahahaha ini depan kantor sayaaa hahaha;2
ning jakarta juga 11 ewu, aq nek ng semarang tukune ning padang murah juga nek pengen sing premium citra bundo;2
wah mantep dong;2
dari cara memperkenalkan, apa yang dibeli, kayaknya endorse yak?;1
jakarta barat juga ada kak 10ribu;2
yoiiii, gw pernah setahun stay dicianjur. dan lumayan enak kok walau dg harga 10ribu nasi ayam 2023;2
tapi yang enak di nusa indah bojong. terakhir beli 18rb . sekarang gatau brp;1
di jaktim jg msi banyak yg 10rb;2
di bogor ada yg jual 9 ribu cuk, jualan nya pakai mobil ampera pariaman jual murah tapi berani bumbu kalau di jabodetabek dikawasan pabrik bnyak buka nya nasi ampera asal pariaman;2
coba naspad punya praz teguh yang baru buka dong bang;1
yutober pakai amplolk ini.;0
bang itu topinya sempet jadi greenscreen;1
buser 14 ribu. di pekanbaru 18ribu ayam;1
bang itu artis irwansyah ya yg pake baju putih pake kacamata;1
telor yg gendud blm disebut walau bayar dilebihin;0
bang kok telur dadarnya gak disebut kan abangnya makan.;0
bang di sukabumi ada nasi padang 1 bungkus 10.000 bebas lauk tempatnya di jembatan cikukulu sukabumi;2
paling terjangkau es teh tawar nya;2
telor dadarnya belum dihitung bang;0
bang tu ada artis g di sapa bang;1
logonya payakumbuah;1
logonya kok mirip payakumbuah ya;1
itu topi yg bener warnanya ijo apa biru sih wkwkwkwk;1
lu semua sadar g topi nya ganti warna;1
belakang ada irwansyah ya ganteng banget;2
kok ada irwansyah di belakang;1
loh nama bapak nya sama ama gw bg;1
tempat w masih 13k tp ayam seekor potong 8;2
mantul banget dewadora jepe jepee teruss tiap hari;2
di tempat ku 10k bang;2
telurnya ngga kehitung bg,bukn telur barendo;0
mas cobain rumah makan taburai punyanya pras teguh mas;1
jadi yg bener nasi ayam 14rb25rb bang;0
berapaan tuh hargae ikane banyak;1
25 k bukan murah ayam nasi sayur sambel sesuai dengan kapasitas tempat nya;0
disolo hnya 10 rb nasi padang ma lauh ayamtunjang pa rendang pling mahal 12 rb;1
ya ckup makan ayam paket yg 14 ribu aja.. kalo kalap bs sampe 300 ribuan;1
telor padahg blom dibayar euy;0
bang,,maaf nih,klau mkn d kunyah biar gak keselek;1
butuh modal berapa itu bisa buka disitu dapet tempat di benhill market level dewa bisa kali;1
bg lu makan gua liat 3 kali kunyah udah telen aja;1
itu kek ada istrinya mamat ya bang;1
1422.... penampakan kaos pelangi... kaos pecinta lubang bool.....;0
topi beli dimana bang bisa gonta ganti warna ?;1
harganya lumayan;1
ayam 14 rb nya jd judul, tp gk diliatin;0
topi lu berubah rubah mulu warnanya bang wkwkwk jd yang bener ijo apa abu tu topi, nyaingin bunglon bgt wkwk;1
bang dirimu gamau makan di taburai, warung makan bang praz teguh kayanya enak wkwk sekalian ajak diriku juga gapapa, bercanda bang haha;2
ke rumah makan taburai punya praz teguh bang;1
di benhil nih;1
si paling padang yg jual medok;2
kok mahal nasinya...;0
nasi doang 15 ribu? whaaattt?;0
bisa oesankan bang?;1
belakang itu ada irwansyah ya;1
main ke restorannya praz teguh bang doo??;1
itu sendiri bang makannya 367000? mahal juga ya hehehee;0
554 kerupuk kulit;1
bang sekali kali ke tasik dong bang, banyak kulinernya;1
dimana alamatnya bang?;1
ayam saja 14 ribu pakai nasi 25 ribu. berarti harga nasi 9 ribu.;1
jelajahi dunia d ew a do ra dan lihat apa yang ditawarkannya.;0
kalah dech rm padang itu tuch berdua abis idr 400k pesan 4 lauk 2 nasi di pesisir jakarta utara;0
nasi nya doank 15rb an.. gila;0
betul, lebih murah tapi memang rasanya pasti beda... yang mahal pasti mahal;0
ihh iyaa irwansyah apa mirip ya;1
iya itu saya kak terimakasih;2
lah ini si kudu bangetbnykin komen gini aja biar bang yudho ke sana;2
siap kapan kapan ya;1
bang kok ga ada stiker ikm? rm padang palsu tuh;0
1323 tolong naikkan gaji yudis;1
kepala kknya seberapa y???;1
telor dadarnya ga dibayar bang? lupa ga disebutin pas lagi pembayaran;0
mahal juga dongsalah judul tu;0
wkwkw scam bnget ayam nasi 14 rb nepu aslinya 25 rb;0
murah apannya jangan click bait gini dong yg bener aja bang;0
di malang depan rumah nasi padang harga 10 rb lauk apa saja tinggal pilih kalau sama rendang 12 rb;1
bang mamang kuliner makan telur lagi tuh;1
salfok sama warna topi bang yudhoyono gonta ganti item agak keabu2an sm warna ijo wkwkwk;1
kan judul nya juga berani jual nasi ayam 14000. jangan clik bait bang;0
jd w deh w lmpar piring ngajak ngmng sseh bner nymbungx it kawan;0
bang yudho, lu bs delete komeny yg promosi judol gak bang ? atau gk bs dr yotubeny;1
hahaha. mana ada pakai ayam bisa 25 ribu bisa juga 14 ribu. asal jawab aja;0
perasaan si bpak bilangnya 25k dah, mana 14k nya.;0
gimana konsep nya 14 ribu pake ayam tapi pake nasi jadi 35k. yudo agak kureng sekarang,hati hati judul clickbait bakal di banned youtube sekarang;0
jangan liat total semua gue makan liat harga per lauk aja;1
telur apa tuh;1
dari dulu bang, reviewer senior tp gak jelas, konten review makanan tp di bumper suka ngasih poto anak istri awkwkwwk gak jelas sumpah;0
sie paling padang .sie paling endog;1
mahal banget... ampun;0
bang ,coba makan nasi padang pagi sore donk;1
ayam 14 000 plus nasi jadi 25000 tapi!!!! kepala kakap tanpa nasi 80000 kalau isi nasi 95000 jadi kesimpuln nasinya berapeeee??? ayo yg mendang mending jawab dong;0
yg jual juga bukan orang padang. jelas dari logat bahasanya;0
nasi nya aja diatas 10rb jir,, di resto biasanya paling mahal 6rb;0
sdh ada ruangan ac makan tetep di luar bang;1
nasi lauk kembung 2 porsi bakwan jagung 2 harga 62rb... nasi dikit dan rasa b aja.. kecewa si gua bg;0
150 katanya 14 ribu pake nasi tapi kok jdi 25 bang?? apa beda menu atau apa ayamnya yakk??;0
pas banget lagi mau makan wkwk..;2
untuk ukuran porsi cincang sama gulai kambiang gk jelas sebanyak apa kalau beli 1 porsi karena langsung di gabung dalam 1 bungkus,,,;0
chelsea 1 2 fulham;1
mantap klau dekat mau bnget;2
mahalan nasinya daripada ayamnya;0
awas jebakan nasi ayam rp. 25.000, bukan rp. 14.000,;0
abis ini warteg bang dah lama ga ngonten warteg;1
kenapa ya orang2 lihat nya nasi padang bisa gitu lauknya banyak untuk 1 orang, sedangkan aku masih nasi padang lauk ayam dibagi dg anak;1
di tempatkuu 10rb. udh sma ayam sayap;1
pake telor saja bisa 15 sampai 20 rb;0
udah pernah. ada kok videonya 45 taun yg lalu;1
lagi dong bangitu kn udh lama ,pasti harganya jg udah beda;2
mungkin kalau kepala kakap nasinya dobel. kan pala kakap gede bat tuh.;1
iya jualan kaga jelas harganya.;0
nasinya masak 15 rebu heheh;0
nasi nya pakai beras pandan wangi kayaknya makanya up sampai 10ribu;1
error yg dagangnya;0
udh sya jawab dikolom komentar om hehex;1
mau org minang mau kaga, gw sbgai asli minang dukung slma dia enak, niat dan usaha mnjga kualitas masakannya kenapa tidak.;2
itu karyawannya kalo pak fachrul. kalo yg punya di akhir video. keturunan org padang;1
ada sebuah kondisi yaitu mati lampu disaat gue mau makan di dalam sehingga ruangan sangat gelap gulita;0
satu lagi.. gua kemari atas rekomend dr lu tp zoooonk;0
aseli bikin bingung;0
nasi nya 11 ribu ayam nya 14 ribu total 25 ribu gila nasi apaan itu;0
pakai beras pandan wangi, itu beras paling mahal saat ini;1
jangan liat orang yg lebih mampu dari kita tapi liat orang yg kurang mampu dari kita..barulah timbul rasa syukur ...yg penting makanan itu berkah..jangan sampai kufur nikmat yg dikasi allah swt;2
bukan daun kemangi, bang. tapi daun ruku2;1
bang lu buat konten 18 menit terus sekaramg. bang melvin aja gak kek gini juga. btw keknya hbs ini gw skip atau tidak tertarik vidio ini. jadi kek berasa liat konten gerry. pas ada bella jd lama. lah ini ada nya bandot semua;0
apa cuma aku ya kalau makan ga suka di dalam ruangan ber ac;1
masya allah ada orang yg diberi rejeki berlebih bisa menikmati masakan yg mahal harganya 35.000pc alhamdulillah juga buatku yg lauk harga 35.000 bisa buat sekeluarga 4 orang terkadang dimakan 2 hari;1
jika kalian ingin membeli sesuatu tanpa melihat harga itu berarti kalian harus bekerja tanpa melihat waktu;2
semoga kita menjadi orang yang galiat harga dulu kalo mau makan bismillahirrahmanirrahim kerja kerja rezeki lancar aminnn;2
inget banget waktu ngeliat vlog tanboy kun diawal awal dia nge vlog gak sadar dia sudah sesukses ini sekarang, doakan channel kami bisa sesukses abang juga yaa suatu saat nanti,salam dari pulau melayu;2
masakan pandang bisa di nikmati semua daerah;2
masakan padang atau yang berasal dari tanah minang sangatlah mengiurkan dan nikmati;2
ini bikin ngiler asli..;2
wah dendeng cabe merahnya empuk bgt itu gile gile gile;2
pengen bisa makan yg kita inginkan dan enak, ini buat beli makan 10rbu aja di warteg masih mikir buat keperluan anak;0
masyaallah...melimpah banget itu lauknya .....mantafff;2
siang bolong gini ngiler bett nonton bang bara mukbang;2
enaknya mantul banget;2
ini yang paling gue suka, mukbang langsung di tempatnya;2
orang padang itu pinter pinter ya buktinya masakan padang enak babget;2
wow mantaap yang ngenyces boleh kumpul disini sobat kuu;2
ngiler gw liat;2
wah......nasi kapau enak bgt bg;2
siapa yang setuju bang tanboy mukbang di india....;1
informasi kuliner yg berguna;2
semoga yang sedikit itu berkah buat mba sekeluarga. semoga allah mudahkan rezeki mba sekeluarga untuk kedepannya. allah mampukan makan enak. barakallahu fiik mba.;2
aamiin yra makasih doanya kak;2
aamiin yaa rabb;2
niat amat curhatnya, apa kabar org yg mau makan besok carinya jg besok??;0
warga 62 emang bnyak komen;1
makan dikit tp anugerah kesehatan n knikmatan bersama kluarga ga ada nilaiy.. drpada makan banyak n mahal tp bisa dekat dengan penyakit kolestrol, dll..;2
drpd uangnya buat beli paket data mending buat tambahan beli makan lur;0
yang mahal bukan makanannya tapi kebersamaan keluarga dan rasa syukur. saya nonton sambil makan indomie kok kak. semoga sehat selalu dan diberi kelimpahan rejeki untuk keluarganya;2
mau mahal atw murah pada akhirnya jg berakhir di septic tank.;0
di syukurin aja, dia makan semahal itu emang kerjaan dia kayak gitu;1
alhamdulillah bersyukur mbak, sya juga sama hidup disyukuri aja, dibawah kita masih banyak gak ketemu makan berhari hari, allah masih baik kasih rezeki. rezeki banyak atau sedikit nanti bakal di hisab diperhitungkan di yaumil mahsyar;2
mohon maaf kak segala sesuatu yg berlebihan juga nggak bagus kok,sesuai porsinya aja;0
hari hari biasa tanboykun juga makannya normal kok,,ini tuh buat konten,,dan dia bikin konten makan ya kalo pas ceatt dayy,, dia hidupnya teratur bgd kok dr yg olahraga tratur tiap hari makanya biarpun kdang makan banyak badan dia ttep baguss;2
makan untuk 5 orang apa habis makan sendiri. apa muat di perut banyak begitu.;0
bersukur aja mba. kita melihat keatas untuk semangat kerja. kita melihat kebawah untuk tetap sadar dan bersukur. semua sudah ditetapkan pada titik nya masing2. berkah semua untuk kita;2
itu dia makan gratis makanya exspresinya lebay, menipu banyak orang udah exspresi lbay eh pas datang malah rasa ga sesuai exspetasi;0
coba komen begini di youtube ya willie salam aja jangan disinisalah server;1
sabar aja,,,semua orang mngkin tidak dapat gaji tapi semua orang pasti dapat rezeki;2
la dia gitu emang kerjaan nya,,justru dri mkan bnyak gitu dia bisa menghasilkan untuk nafkah keluarganya,,jangan lupa bersyukur;2
semoga hidup kalian semua bahagia;2
konten mukbang kaya gini kadang bikin gaduh kita. yg nonton. yg kasi komentar. kalo mental blm siap. ndak usah nonton dl ya. takutnya jd ngebanding2 sama dapur sendiri.. rezeki org beda2. disini buat hiburan aja;1
semangat y kawan, karna kita sama, yg pnting bersyukur, biar hisabnya nanti gak berat.;2
alhamdulillah banyak banyak bersyukur yg penting sehat sehat;2
aku nnton mukbang sambil maakan pake sambel teempe.. alhamdulillah.. mudahan kapan alloh kasih rezeki melimpah bisa makan enak ga mikirin bayarnya brp;2
malahh curhat mknya usaha lebih giat lagi;0
yg penting habis yg di pesan ,jgn tersisa gpp,yg belum bisa beli cukup menonton aja;1
rejeki .yg penting berkah....;2
kalau udah laper nasi kecap pun udah enak kok sambil liat tanboy makan. lihat gini tu jgn dijadiin perbandingan, udh pasti beda. tp biar nambah nafsu makan kita. anggep aja lauk kita kek dia makan juga.;2
rejeki org itu beda2 , taraf hidup org juga beda2 , trus lu maunya semua org sama gt sama lu !! lebay bet dah .;0
semoga berkah sedikit atau banyak,;2
masakan padang paling selera untuk habisin 2 piring nasi;2
mantap abangkuh, sabar ya anak kos;2
coba riview msakan viralny barbie lubis yg ada d medan bg;1
gk usah nyari sensasi;0
jangan iri dengki jangan iri dengki;0
semoga selalu dicukupkan rezekinya mba;2
makanya takut banget punya hubungan, soalnya utk diri sendiri aja kurang;0
rm9 saja..untuk 35.000...kalau dimalaysia hanya tiga lauk..indah nya diindonesia..makan nya murah.;2
rasanya 35000 satu porsi lauk ya hahaha mahal jugak kalau di malaysia;0
udah udah jangan ada soal kaya kaya an, itu udah ketetapan takdir yg allah buat hambanya, toh nyatanya rasul abu bakar yg kaya raya dan ada sahabat rasul yg miskin juga masuk surga, jadi parameter nya bukan soal harta kekayaan;2
intinya semua akan unggul di bidang nya masing, gk perlu iri sama org lain;2
sebenernya makan2 gitu gk usah di pamer2 kan,kasihan orang yg gk mampu.;0
boleh share apa menunya budget segitu? kalau disaya budget segitu biasa menu tempe goreng , di goreng pake royco biar asin, terus buat sambel gosrek sambel cabe rawit digiling dengan royco dan msg.;1
